3.070011854171752930e+00,-2.637841701507568359e+00
3.206408262252807617e+00,-2.788405418395996094e+00
3.254031896591186523e+00,-2.506493568420410156e+00
1.321604132652282715e+00,-1.220285534858703613e+00
3.369784116744995117e+00,-3.389462709426879883e+00
1.523185491561889648e+00,-2.925389528274536133e+00
3.684987545013427734e+00,-3.080793619155883789e+00
2.318059206008911133e+00,-3.282296895980834961e+00
3.450742006301879883e+00,-3.214695453643798828e+00
-6.857550144195556641e-02,-4.312366485595703125e+00
1.035126447677612305e+00,-4.932184696197509766e+00
2.383049249649047852e+00,-2.154662132263183594e+00
3.194192886352539062e+00,-3.259895801544189453e+00
2.779465675354003906e+00,-3.567361354827880859e+00
1.942936420440673828e+00,-3.069791078567504883e+00
2.836898088455200195e+00,-2.316912651062011719e+00
3.041000843048095703e+00,-3.297299623489379883e+00
2.417618751525878906e+00,-3.730688095092773438e+00
-2.554744482040405273e-02,-5.272801399230957031e+00
2.608975410461425781e+00,-3.446321487426757812e+00
2.752509832382202148e+00,-2.155562639236450195e+00
3.263021230697631836e+00,-2.764016151428222656e+00
1.501180052757263184e+00,-3.477193832397460938e+00
3.223235607147216797e+00,-3.222700834274291992e+00
1.693769693374633789e+00,-2.026200056076049805e+00
2.726457118988037109e+00,-3.104015827178955078e+00
2.895531177520751953e+00,-4.236330986022949219e+00
2.764640569686889648e+00,-3.174188613891601562e+00
9.523923397064208984e-01,-4.676154136657714844e+00
2.187813758850097656e+00,-3.496438026428222656e+00
4.500408172607421875e-01,-4.275444507598876953e+00
2.843157529830932617e+00,-3.364738225936889648e+00
3.406543016433715820e+00,-3.502713203430175781e+00
3.430592060089111328e+00,-3.225932836532592773e+00
3.351644515991210938e+00,-2.697433233261108398e+00
3.502107620239257812e+00,-4.462647914886474609e+00
1.878831028938293457e+00,-3.938651561737060547e+00
3.136660337448120117e+00,-2.874202489852905273e+00
2.066725492477416992e+00,-2.259013414382934570e+00
1.782970666885375977e+00,-2.824370384216308594e+00
3.100170612335205078e+00,-2.070823192596435547e+00
1.984531879425048828e+00,-4.948372364044189453e+00
3.105222225189208984e+00,-2.499350309371948242e+00
1.507043838500976562e+00,-2.341413736343383789e+00
2.777947187423706055e+00,-4.042671203613281250e+00
2.361923217773437500e+00,-3.800043821334838867e+00
2.031808853149414062e+00,-2.477240800857543945e+00
1.226331949234008789e+00,-4.103494167327880859e+00
1.076173067092895508e+00,-2.075059652328491211e+00
2.675644159317016602e+00,-3.139905452728271484e+00
-4.124795913696289062e+00,-3.201499700546264648e+00
2.740515232086181641e+00,-3.105155467987060547e+00
1.409942030906677246e+00,-3.189578533172607422e+00
2.182031631469726562e+00,-3.994729518890380859e+00
2.574778079986572266e+00,-3.528314590454101562e+00
3.148788213729858398e+00,-2.515292644500732422e+00
2.984405755996704102e+00,-2.615335941314697266e+00
1.828922986984252930e+00,-2.764283895492553711e+00
8.656808137893676758e-01,-4.134880542755126953e+00
2.950643777847290039e+00,-2.464735746383666992e+00
3.428315877914428711e+00,-2.902155876159667969e+00
2.865067720413208008e+00,-2.196710109710693359e+00
2.631648302078247070e+00,-4.066317558288574219e+00
2.981900215148925781e+00,-3.316013574600219727e+00
3.589065551757812500e+00,-2.836484193801879883e+00
3.680310487747192383e+00,-3.172347545623779297e+00
2.879751920700073242e+00,-3.680455684661865234e+00
3.336189508438110352e+00,-3.668254137039184570e+00
3.172858476638793945e+00,-3.154025316238403320e+00
3.548150300979614258e+00,-2.093103885650634766e+00
1.692167282104492188e+00,-4.172606468200683594e+00
5.687068700790405273e-01,-4.215873718261718750e+00
2.726018190383911133e+00,-3.503805875778198242e+00
2.132880210876464844e+00,-2.041845321655273438e+00
1.930292963981628418e+00,-3.398785114288330078e+00
3.149139404296875000e+00,-2.362759351730346680e+00
3.419986248016357422e+00,-2.907910108566284180e+00
2.359957695007324219e+00,-3.635646581649780273e+00
3.519710063934326172e+00,-3.176822185516357422e+00
3.453439235687255859e+00,-3.170973062515258789e+00
2.779597043991088867e+00,-3.232999563217163086e+00
1.430457681417465210e-01,-4.839738845825195312e+00
2.042152404785156250e+00,-2.200975656509399414e+00
2.334070682525634766e+00,-3.462363719940185547e+00
2.755260229110717773e+00,-2.980392217636108398e+00
2.802768707275390625e+00,-2.132782697677612305e+00
3.164008855819702148e+00,-2.988958358764648438e+00
3.124107599258422852e+00,-3.053012609481811523e+00
2.565981388092041016e+00,-3.485156536102294922e+00
2.661152362823486328e+00,-2.589161634445190430e+00
1.649357557296752930e+00,-4.490919589996337891e+00
3.522215604782104492e+00,-2.905341863632202148e+00
1.843626141548156738e+00,-4.133977413177490234e+00
